
**********************************************
Contact: Natoms = 1.00000000000e+04, as = 1.000000e+02 * a0, G = 1.085900e+03, G * par = 2.171801e+03
Regular DDI: add = 6.700000e+01 * a0, GD = 1.736905e+02, GD * par = 3.473811e+02, edd = 6.700000e-01
     Dipolar cutoff Scut = 8.416910e+00,

QF = 1: h2 = 1.792281e+03,         q5 = 1.707112e+00

Trap parameters:
GAMMA = 1.000000e+00, NU = 1.000000e+00, LAMBDA = 4.361370e-02
Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 1.3151422150218750e-01, DY = 1.3151422150218750e-01, DZ = 2.2918125546406252e+00, mx = 1.00e+01, my = 1.00e+01, mz = 1.00e+01
      Unit of length: aho = 6.123800e-07 m

Time discretization: NITER = 1000000 (NSNAP = 1000000)
                     DT = 3.459198e-03, mt = 5.00e+00

file ./imag3d-finalpsi.bin
MUREL = 1.000000e-10, MUEND=1.000000e+03

-----------------------------------------------------------------------------------------------
Snap      mu           Kin             Pot            Contact            DDI            QF
-----------------------------------------------------------------------------------------------
11809     2.0461185029211135e+00 3.5466650019894885e-01 9.4652818997895927e-01 1.9601013197854376e+00 -1.2151775070422319e+00 7.7744208857849884e-02
11810     2.0461358500266997e+00 3.5467992417082422e-01 9.4649103177635407e-01 1.9602246305258346e+00 -1.2152597364463131e+00 7.7752196498291029e-02
11811     2.0461533598949151e+00 3.5469340323903548e-01 9.4645359431097964e-01 1.9603491048277657e+00 -1.2153427424828658e+00 7.7760261347618015e-02
11812     2.0461710273977345e+00 3.5470693757082838e-01 9.4641588484067751e-01 1.9604747049007794e+00 -1.2154264999145505e+00 7.7768400527598314e-02
11813     2.0461888473515750e+00 3.5472052736089849e-01 9.4637791067589017e-01 1.9606013925460839e+00 -1.2155109832312976e+00 7.7776611130452700e-02
11814     2.0462068145189898e+00 3.5473417283013764e-01 9.4633967917824724e-01 1.9607291291697382e+00 -1.2155961666591333e+00 7.7784890220223460e-02
11815     2.0462249236102354e+00 3.5474787422432402e-01 9.4630119775906318e-01 1.9608578757958446e+00 -1.2156820241689967e+00 7.7793234834156219e-02
11816     2.0462431692850482e+00 3.5476163181281745e-01 9.4626247387792106e-01 1.9609875930802561e+00 -1.2157685294859464e+00 7.7801641984116196e-02
11817     2.0462615461543479e+00 3.5477544588716903e-01 9.4622351504116919e-01 1.9611182413243167e+00 -1.2158556560983074e+00 7.7810108658023333e-02
11818     2.0462800487820338e+00 3.5478931675971875e-01 9.4618432880046865e-01 1.9612497804890470e+00 -1.2159433772672006e+00 7.7818631821319595e-02
11819     2.0462986716867926e+00 3.5480324476211428e-01 9.4614492275128670e-01 1.9613821702095380e+00 -1.2160316660361463e+00 7.7827208418462579e-02
11820     2.0463174093439513e+00 3.5481723024379186e-01 9.4610530453140129e-01 1.9615153698097370e+00 -1.2161204952409788e+00 7.7835835374449075e-02
11821     2.0463362561873919e+00 3.5483127357037814e-01 9.4606548181941275e-01 1.9616493383175193e+00 -1.2162098375199182e+00 7.7844509596367628e-02
11822     2.0463552066115143e+00 3.5484537512205888e-01 9.4602546233321660e-01 1.9617840344801389e+00 -1.2162996653239004e+00 7.7853227974979691e-02
11823     2.0463742549732191e+00 3.5485953529186043e-01 9.4598525382848853e-01 1.9619194167799938e+00 -1.2163899509271237e+00 7.7861987386328935e-02
11824     2.0463933955939617e+00 3.5487375448388730e-01 9.4594486409717105e-01 1.9620554434507602e+00 -1.2164806664378569e+00 7.7870784693377729e-02
11825     2.0464126227618289e+00 3.5488803311149481e-01 9.4590430096591549e-01 1.9621920724938198e+00 -1.2165717838094010e+00 7.7879616747666719e-02
11826     2.0464319307336383e+00 3.5490237159538801e-01 9.4586357229455498e-01 1.9623292616950507e+00 -1.2166632748513555e+00 7.7888480391000561e-02
11827     2.0464513137372324e+00 3.5491677036170488e-01 9.4582268597458063e-01 1.9624669686419880e+00 -1.2167551112410413e+00 7.7897372457155209e-02
11828     2.0464707659735191e+00 3.5493122983998399e-01 9.4578164992754543e-01 1.9626051507411337e+00 -1.2168472645351440e+00 7.7906289773601090e-02
11829     2.0464902816188784e+00 3.5494575046113708e-01 9.4574047210355749e-01 1.9627437652357425e+00 -1.2169397061815586e+00 7.7915229163247196e-02
11830     2.0465098548273746e+00 3.5496033265533738e-01 9.4569916047967617e-01 1.9628827692237958e+00 -1.2170324075314345e+00 7.7924187446199403e-02
11831     2.0465294797331208e+00 3.5497497684986973e-01 9.4565772305836382e-01 1.9630221196762532e+00 -1.2171253398513660e+00 7.7933161441529022e-02
11832     2.0465491504526137e+00 3.5498968346693532e-01 9.4561616786591174e-01 1.9631617734555651e+00 -1.2172184743357988e+00 7.7942147969054340e-02
11833     2.0465688610872221e+00 3.5500445292142724e-01 9.4557450295088419e-01 1.9633016873345139e+00 -1.2173117821196033e+00 7.7951143851132082e-02
11834     2.0465886057255473e+00 3.5501928561863755e-01 9.4553273638249558e-01 1.9634418180151707e+00 -1.2174052342907562e+00 7.7960145914450052e-02
11835     2.0466083784459315e+00 3.5503418195194603e-01 9.4549087624906725e-01 1.9635821221481866e+00 -1.2174988019032684e+00 7.7969150991831090e-02
11836     2.0466281733190179e+00 3.5504914230047291e-01 9.4544893065642077e-01 1.9637225563523071e+00 -1.2175924559901825e+00 7.7978155924035952e-02
11837     2.0466479844102317e+00 3.5506416702666677e-01 9.4540690772629843e-01 1.9638630772340520e+00 -1.2176861675767854e+00 7.7987157561568196e-02
11838     2.0466678057824343e+00 3.5507925647389332e-01 9.4536481559475927e-01 1.9640036414077306e+00 -1.2177799076939488e+00 7.7996152766482557e-02
11839     2.0466876314985445e+00 3.5509441096396482e-01 9.4532266241061058e-01 1.9641442055156151e+00 -1.2178736473916458e+00 7.8005138414189656e-02
11840     2.0467074556241638e+00 3.5510963079462460e-01 9.4528045633377289e-01 1.9642847262483045e+00 -1.2179673577525381e+00 7.8014111395256158e-02
11841     2.0467272722303256e+00 3.5512491623702197e-01 9.4523820553371196e-01 1.9644251603654286e+00 -1.2180610099058367e+00 7.8023068617205912e-02
11842     2.0467470753962518e+00 3.5514026753313810e-01 9.4519591818784809e-01 1.9645654647165074e+00 -1.2181545750412417e+00 7.8032007006314852e-02
11843     2.0467668592120729e+00 3.5515568489316213e-01 9.4515360247991742e-01 1.9647055962619899e+00 -1.2182480244229965e+00 7.8040923509393303e-02
11844     2.0467866177817169e+00 3.5517116849286551e-01 9.4511126659840528e-01 1.9648455120946144e+00 -1.2183413294041681e+00 7.8049815095568909e-02
11845     2.0468063452257179e+00 3.5518671847091249e-01 9.4506891873492604e-01 1.9649851694608647e+00 -1.2184344614409852e+00 7.8058678758050948e-02
11846     2.0468260356841519e+00 3.5520233492616321e-01 9.4502656708265043e-01 1.9651245257827101e+00 -1.2185273921073720e+00 7.8067511515888990e-02
11847     2.0468456833195567e+00 3.5521801791493596e-01 9.4498421983467451e-01 1.9652635386795194e+00 -1.2186200931095730e+00 7.8076310415711253e-02
11848     2.0468652823198390e+00 3.5523376744824425e-01 9.4494188518243638e-01 1.9654021659900129e+00 -1.2187125363008544e+00 7.8085072533449193e-02
11849     2.0468848269013376e+00 3.5524958348902647e-01 9.4489957131411806e-01 1.9655403657945500e+00 -1.2188046936963570e+00 7.8093794976040812e-02
11850     2.0469043113117906e+00 3.5526546594934588e-01 9.4485728641304101e-01 1.9656780964374108e+00 -1.2188965374880067e+00 7.8102474883112560e-02
11851     2.0469237298333862e+00 3.5528141468758634e-01 9.4481503865608374e-01 1.9658153165491459e+00 -1.2189880400594295e+00 7.8111109428631725e-02
11852     2.0469430767858054e+00 3.5529742950565230e-01 9.4477283621208175e-01 1.9659519850690612e+00 -1.2190791740009894e+00 7.8119695822533072e-02
11853     2.0469623465292903e+00 3.5531351014615553e-01 9.4473068724024600e-01 1.9660880612676568e+00 -1.2191699121247677e+00 7.8128231312310933e-02
11854     2.0469815334677164e+00 3.5532965628962904e-01 9.4468859988856357e-01 1.9662235047690386e+00 -1.2192602274795150e+00 7.8136713184572215e-02
11855     2.0470006320516263e+00 3.5534586755175368e-01 9.4464658229222043e-01 1.9663582755732865e+00 -1.2193500933656340e+00 7.8145138766554406e-02
11856     2.0470196367813451e+00 3.5536214348062506e-01 9.4460464257202459e-01 1.9664923340786662e+00 -1.2194394833499704e+00 7.8153505427593445e-02
11857     2.0470385422100086e+00 3.5537848355403862e-01 9.4456278883284028e-01 1.9666256411037006e+00 -1.2195283712805707e+00 7.8161810580547150e-02
11858     2.0470573429465260e+00 3.5539488717684192e-01 9.4452102916198077e-01 1.9667581579089246e+00 -1.2196167313012212e+00 7.8170051683163280e-02
11859     2.0470760336586911e+00 3.5541135367835175e-01 9.4447937162769258e-01 1.9668898462185367e+00 -1.2197045378658899e+00 7.8178226239396353e-02
11860     2.0470946090760171e+00 3.5542788230981537e-01 9.4443782427753586e-01 1.9670206682414775e+00 -1.2197917657528115e+00 7.8186331800659023e-02
11861     2.0471130639927599e+00 3.5544447224198444e-01 9.4439639513688201e-01 1.9671505866923167e+00 -1.2198783900784234e+00 7.8194365967015664e-02
11862     2.0471313932706754e+00 3.5546112256275841e-01 9.4435509220732328e-01 1.9672795648115307e+00 -1.2199643863109368e+00 7.8202326388306390e-02
11863     2.0471495918419231e+00 3.5547783227494584e-01 9.4431392346514853e-01 1.9674075663854131e+00 -1.2200497302835847e+00 7.8210210765203569e-02
11864     2.0471676547117124e+00 3.5549460029412600e-01 9.4427289685979743e-01 1.9675345557652564e+00 -1.2201343982074677e+00 7.8218016850194236e-02
11865     2.0471855769609877e+00 3.5551142544664954e-01 9.4423202031231146e-01 1.9676604978860448e+00 -1.2202183666840181e+00 7.8225742448489663e-02
11866     2.0472033537490231e+00 3.5552830646775457e-01 9.4419130171384602e-01 1.9677853582844138e+00 -1.2203016127169912e+00 7.8233385418858756e-02
11867     2.0472209803158505e+00 3.5554524199983856e-01 9.4415074892410555e-01 1.9679091031158664e+00 -1.2203841137239602e+00 7.8240943674380267e-02
11868     2.0472384519847080e+00 3.5556223059088332e-01 9.4411036976987706e-01 1.9680316991712858e+00 -1.2204658475473382e+00 7.8248415183120187e-02
11869     2.0472557641642410e+00 3.5557927069301959e-01 9.4407017204347599e-01 1.9681531138925568e+00 -1.2205467924648110e+00 7.8255797968723798e-02
11870     2.0472729123507394e+00 3.5559636066127842e-01 9.4403016350129287e-01 1.9682733153873895e+00 -1.2206269271992212e+00 7.8263090110932187e-02
11871     2.0472898921301614e+00 3.5561349875249876e-01 9.4399035186228974e-01 1.9683922724432574e+00 -1.2207062309278844e+00 7.8270289746014868e-02
11872     2.0473066991800684e+00 3.5563068312441820e-01 9.4395074480650132e-01 1.9685099545403975e+00 -1.2207846832912486e+00 7.8277395067123889e-02
11873     2.0473233292714430e+00 3.5564791183493977e-01 9.4391134997359571e-01 1.9686263318638524e+00 -1.2208622644009450e+00 7.8284404324568860e-02
11874     2.0473397782703842e+00 3.5566518284158311e-01 9.4387217496138642e-01 1.9687413753146641e+00 -1.2209389548472496e+00 7.8291315826016575e-02
11875     2.0473560421396502e+00 3.5568249400111723e-01 9.4383322732439101e-01 1.9688550565199501e+00 -1.2210147357058081e+00 7.8298127936611395e-02
11876     2.0473721169401315e+00 3.5569984306938224e-01 9.4379451457238350e-01 1.9689673478421397e+00 -1.2210895885437738e+00 7.8304839079027577e-02
11877     2.0473879988320856e+00 3.5571722770128744e-01 9.4375604416896830e-01 1.9690782223871091e+00 -1.2211634954252792e+00 7.8311447733445672e-02
11878     2.0474036840763521e+00 3.5573464545100336e-01 9.4371782353012401e-01 1.9691876540114492e+00 -1.2212364389162245e+00 7.8317952437466240e-02
11879     2.0474191690353933e+00 3.5575209377232969e-01 9.4367986002284232e-01 1.9692956173286829e+00 -1.2213084020884617e+00 7.8324351785956994e-02
11880     2.0474344501741562e+00 3.5576957001923265e-01 9.4364216096365761e-01 1.9694020877145488e+00 -1.2213793685232825e+00 7.8330644430838772e-02
11881     2.0474495240608870e+00 3.5578707144657273e-01 9.4360473361731656e-01 1.9695070413113389e+00 -1.2214493223143410e+00 7.8336829080815545e-02
11882     2.0474643873677878e+00 3.5580459521099073e-01 9.4356758519534678e-01 1.9696104550313354e+00 -1.2215182480698852e+00 7.8342904501051289e-02
11883     2.0474790368714784e+00 3.5582213837195587e-01 9.4353072285470840e-01 1.9697123065592317e+00 -1.2215861309144178e+00 7.8348869512794364e-02
11884     2.0474934694534985e+00 3.5583969789299341e-01 9.4349415369643397e-01 1.9698125743538542e+00 -1.2216529564897827e+00 7.8354722992961826e-02
11885     2.0475076821004841e+00 3.5585727064302969e-01 9.4345788476426462e-01 1.9699112376488148e+00 -1.2217187109556251e+00 7.8360463873675110e-02
11886     2.0475216719044069e+00 3.5587485339791480e-01 9.4342192304331951e-01 1.9700082764525417e+00 -1.2217833809893690e+00 7.8366091141764641e-02
11887     2.0475354360625451e+00 3.5589244284206856e-01 9.4338627545875908e-01 1.9701036715473024e+00 -1.2218469537855847e+00 7.8371603838234077e-02
11888     2.0475489718775304e+00 3.5591003557026363e-01 9.4335094887448978e-01 1.9701974044876966e+00 -1.2219094170549196e+00 7.8377001057700846e-02
11889     2.0475622767570867e+00 3.5592762808952400e-01 9.4331595009185398e-01 1.9702894575981968e+00 -1.2219707590224882e+00 7.8382281947804180e-02
11890     2.0475753482138055e+00 3.5594521682116270e-01 9.4328128584831361e-01 1.9703798139701458e+00 -1.2220309684258168e+00 7.8387445708592976e-02
11891     2.0475881838647974e+00 3.5596279810290149e-01 9.4324696281621767e-01 1.9704684574580318e+00 -1.2220900345123538e+00 7.8392491591893099e-02
11892     2.0476007814311985e+00 3.5598036819111295e-01 9.4321298760149319e-01 1.9705553726751415e+00 -1.2221479470365491e+00 7.8397418900657212e-02
11893     2.0476131387376606e+00 3.5599792326314161e-01 9.4317936674242564e-01 1.9706405449886450e+00 -1.2222046962565518e+00 7.8402226988301030e-02
11894     2.0476252537117183e+00 3.5601545941972956e-01 9.4314610670840227e-01 1.9707239605141285e+00 -1.2222602729305421e+00 7.8406915258029494e-02
11895     2.0476371243830873e+00 3.5603297268750478e-01 9.4311321389868941e-01 1.9708056061096015e+00 -1.2223146683127084e+00 7.8411483162151532e-02
11896     2.0476487488828981e+00 3.5605045902154053e-01 9.4308069464122846e-01 1.9708854693690541e+00 -1.2223678741489250e+00 7.8415930201391218e-02
11897     2.0476601254428433e+00 3.5606791430799517e-01 9.4304855519142017e-01 1.9709635386155806e+00 -1.2224198826721528e+00 7.8420255924194451e-02
11898     2.0476712523942999e+00 3.5608533436678563e-01 9.4301680173095048e-01 1.9710398028940812e+00 -1.2224706865975177e+00 7.8424459926031781e-02
11899     2.0476821281673505e+00 3.5610271495432844e-01 9.4298544036662557e-01 1.9711142519636340e+00 -1.2225202791172374e+00 7.8428541848705124e-02
11900     2.0476927512898047e+00 3.5612005176630646e-01 9.4295447712920510e-01 1.9711868762895526e+00 -1.2225686538952596e+00 7.8432501379652103e-02
11901     2.0477031203861187e+00 3.5613734044047785e-01 9.4292391797225916e-01 1.9712576670351214e+00 -1.2226158050617397e+00 7.8436338251255969e-02
11902     2.0477132341763329e+00 3.5615457655951210e-01 9.4289376877105169e-01 1.9713266160531451e+00 -1.2226617272073759e+00 7.8440052240159666e-02
11903     2.0477230914749200e+00 3.5617175565384190e-01 9.4286403532141583e-01 1.9713937158772354e+00 -1.2227064153775733e+00 7.8443643166587071e-02
11904     2.0477326911896570e+00 3.5618887320453113e-01 9.4283472333866980e-01 1.9714589597129586e+00 -1.2227498650665025e+00 7.8447110893670374e-02
11905     2.0477420323204178e+00 3.5620592464613782e-01 9.4280583845651456e-01 1.9715223414288259e+00 -1.2227920722110608e+00 7.8450455326784921e-02
11906     2.0477511139579918e+00 3.5622290536960555e-01 9.4277738622598506e-01 1.9715838555471716e+00 -1.2228330331847703e+00 7.8453676412894954e-02
11907     2.0477599352828659e+00 3.5623981072511979e-01 9.4274937211439591e-01 1.9716434972349750e+00 -1.2228727447916248e+00 7.8456774139909230e-02
11908     2.0477684955639748e+00 3.5625663602496321e-01 9.4272180150429052e-01 1.9717012622945982e+00 -1.2229112042598769e+00 7.8459748536043428e-02
11909     2.0477767941575182e+00 3.5627337654637009e-01 9.4269467969245446e-01 1.9717571471545607e+00 -1.2229484092358673e+00 7.8462599669200023e-02
11910     2.0477848305056550e+00 3.5629002753433242e-01 9.4266801188886351e-01 1.9718111488602144e+00 -1.2229843577777555e+00 7.8465327646350044e-02
11911     2.0477926041353194e+00 3.5630658420440636e-01 9.4264180321574598e-01 1.9718632650645884e+00 -1.2230190483494214e+00 7.8467932612935734e-02
11912     2.0478001146569600e+00 3.5632304174547758e-01 9.4261605870657383e-01 1.9719134940191592e+00 -1.2230524798142506e+00 7.8470414752276688e-02
11913     2.0478073617633155e+00 3.5633939532248560e-01 9.4259078330512713e-01 1.9719618345647367e+00 -1.2230846514290339e+00 7.8472774284990790e-02
11914     2.0478143452281934e+00 3.5635564007913484e-01 9.4256598186455731e-01 1.9720082861224579e+00 -1.2231155628379569e+00 7.8475011468425296e-02
11915     2.0478210649052668e+00 3.5637177114054758e-01 9.4254165914645693e-01 1.9720528486848412e+00 -1.2231452140665786e+00 7.8477126596097332e-02
11916     2.0478275207268961e+00 3.5638778361588180e-01 9.4251781981997140e-01 1.9720955228070027e+00 -1.2231736055159597e+00 7.8479119997145463e-02
11917     2.0478337127028889e+00 3.5640367260090261e-01 9.4249446846088603e-01 1.9721363095979247e+00 -1.2232007379568246e+00 7.8480992035788705e-02
11918     2.0478396409194315e+00 3.5641943318052277e-01 9.4247160955079479e-01 1.9721752107119808e+00 -1.2232266125238664e+00 7.8482743110796338e-02
11919     2.0478453055378747e+00 3.5643506043126993e-01 9.4244924747621350e-01 1.9722122283404628e+00 -1.2232512307100716e+00 7.8484373654964232e-02
11920     2.0478507067936427e+00 3.5645054942374288e-01 9.4242738652778035e-01 1.9722473652033952e+00 -1.2232745943612759e+00 7.8485884134598893e-02
11921     2.0478558449951256e+00 3.5646589522497768e-01 9.4240603089940655e-01 1.9722806245413962e+00 -1.2232967056706545e+00 7.8487275049006586e-02
11922     2.0478607205225736e+00 3.5648109290079627e-01 9.4238518468749966e-01 1.9723120101077474e+00 -1.2233175671734697e+00 7.8488546929988620e-02
11923     2.0478653338271098e+00 3.5649613751810411e-01 9.4236485189019681e-01 1.9723415261606663e+00 -1.2233371817418575e+00 7.8489700341343602e-02
11924     2.0478696854296157e+00 3.5651102414712099e-01 9.4234503640656819e-01 1.9723691774556320e+00 -1.2233555525797055e+00 7.8490735878367246e-02
11925     2.0478737759197778e+00 3.5652574786358360e-01 9.4232574203592223e-01 1.9723949692379643e+00 -1.2233726832176923e+00 7.8491654167362118e-02
11926     2.0478776059550756e+00 3.5654030375088858e-01 9.4230697247704709e-01 1.9724189072355101e+00 -1.2233885775083702e+00 7.8492455865143487e-02
11927     2.0478811762597426e+00 3.5655468690219261e-01 9.4228873132750401e-01 1.9724409976514290e+00 -1.2234032396213830e+00 7.8493141658547760e-02
11928     2.0478844876239757e+00 3.5656889242248180e-01 9.4227102208298796e-01 1.9724612471572698e+00 -1.2234166740387638e+00 7.8493712263944027e-02
11929     2.0478875409028121e+00 3.5658291543057025e-01 9.4225384813660107e-01 1.9724796628859933e+00 -1.2234288855503526e+00 7.8494168426740368e-02
11930     2.0478903370153878e+00 3.5659675106108429e-01 9.4223721277826200e-01 1.9724962524252527e+00 -1.2234398792492114e+00 7.8494510920890562e-02
11931     2.0478928769439175e+00 3.5661039446639259e-01 9.4222111919403917e-01 1.9725110238107109e+00 -1.2234496605272251e+00 7.8494740548398986e-02
11932     2.0478951617328356e+00 3.5662384081850468e-01 9.4220557046555842e-01 1.9725239855194738e+00 -1.2234582350707011e+00 7.8494858138822218e-02
11933     2.0478971924880049e+00 3.5663708531093269e-01 9.4219056956942915e-01 1.9725351464636629e+00 -1.2234656088560198e+00 7.8494864548765794e-02
11934     2.0478989703757566e+00 3.5665012316052508e-01 9.4217611937665791e-01 1.9725445159839670e+00 -1.2234717881453934e+00 7.8494760661378546e-02
